#{"t_start": 1782217699.9683669, "env_id": "None"}
r,l,t,is_success,progress,recent_rmse,distance,on_wall
-0.865793,120,6.170024,False,0.13822637533994156,0.08558233984535354,0.08819225352100431,True
-0.983053,120,10.376629,False,0.008132973844118206,0.09837790689778797,0.09677887319920093,True
-0.487329,120,14.109845,False,0.02643871582520447,0.06205722027094105,0.0975365720064953,True
-0.43779,120,18.079736,False,0.031090758521768312,0.03227371632546878,0.04788216957844085,True
-0.54383,120,21.595791,False,0.027010055633439976,0.05984646626140856,0.042841293081202894,True
-0.776267,120,25.163623,False,0.0,0.048764285991064776,0.03154439897110967,True
-0.506329,120,28.118711,False,0.008300031434427991,0.02218083560457969,0.01513860801958722,True
-0.930417,120,31.549682,False,0.030719525670054097,0.10215862840122936,0.11503326952050541,True
8.268041,120,37.795722,False,0.5941489551789981,0.044396869235984744,0.013761642391267821,True
22.795465,96,43.318395,True,0.9878264226023635,0.024222883144516903,0.03324556054315791,True
16.442419,120,50.678633,False,0.8391361461642238,0.032468261227233765,7.742991221496994e-05,True
21.462232,85,55.663852,True,0.9860852289891705,0.016032272524495704,0.029079429510860646,True
16.030773,120,63.219003,False,0.8207936704863019,0.021783609380720884,0.016441626427149178,True
22.61368,91,69.48242,True,0.9886435255455182,0.02189918860376175,0.021596926323334462,True
15.341607,120,77.456063,False,0.46181600505856624,0.017211627843381715,0.015940876269984482,True
21.853508,84,82.823353,True,0.9898157905754756,0.01867890774787518,0.017636955382706404,True
16.409671,120,90.797362,False,0.8089045578814488,0.02687519224656696,0.026586761329960032,True
15.753708,120,97.895084,False,0.9135253569720089,0.025193316081292428,0.030335628978618162,True
15.384579,120,105.507331,False,0.6459335054714317,0.029100901982571904,0.010858269294387268,True
14.946112,120,112.101712,False,0.7202061141752566,0.04313680410063281,0.03271335623140953,True
13.358998,120,118.309852,False,0.8707420431494733,0.11299728996977716,0.1467406044419328,True
16.817024,120,123.7524,False,0.9063604013133311,0.022460157162410236,0.005180325918891865,True
21.994082,93,128.060488,True,0.9908246118295905,0.010365098690875145,0.01823889032907304,True
15.765487,120,133.791894,False,0.671264570930162,0.036587358796316,0.02696109533934494,True
25.149023,108,138.94072,True,0.9912337662808187,0.01963402749738949,0.0028380288190422613,True
15.968299,120,144.590915,False,0.8964157328617054,0.025244729276477577,0.02875905156009917,True
19.545034,70,147.745696,True,0.9966626765151565,0.02220382033420694,0.019298269533222553,True
14.987391,120,153.29457,False,0.4494915980366913,0.05626745826756662,0.05052986493715536,True
16.405536,120,158.882287,False,0.781055093842668,0.023324158391814113,0.004460778259323093,True
16.040816,120,164.521844,False,0.8485842991732062,0.013820623064137293,0.008429318354785874,True
25.301783,112,169.789841,True,0.9862549388315806,0.021877681112258556,0.021700728634629234,True
15.192236,120,175.472089,False,0.5674099346757128,0.027403258040591877,0.03445405756516021,True
16.004668,120,180.954896,False,0.5586083507798184,0.020474740104815634,0.01202461417919599,True
15.81726,120,186.774518,False,0.7421246107206553,0.04565526343163034,0.024140120785447916,True
15.574355,120,192.508918,False,0.5295156725999696,0.022354629938322133,0.00021406850476057967,True
15.75416,120,198.404568,False,0.8449232451344548,0.024919492119558975,0.020571745151471792,True
16.424649,120,204.265079,False,0.9713860909980078,0.02818677137122732,0.03198356220376399,True
15.793762,120,209.510406,False,0.7016489243286939,0.02558135171035743,0.015551132992095497,True
15.679624,120,215.393745,False,0.499906388812856,0.021932713933071366,0.026535258176665452,True
16.100777,120,221.229266,False,0.6328289528575219,0.015629481548560142,0.023583016046904434,True
15.635394,120,227.082995,False,0.5936160179327703,0.028320374208437714,0.006305892917563446,True
16.112156,120,232.895986,False,0.5837629328279991,0.013645311859477349,0.008182723352430052,True
16.585186,120,238.824643,False,0.9750493640845237,0.012078803743730085,0.01596702502969942,True
15.352627,120,244.97174,False,0.9454918656824188,0.020548408007597586,0.026724551345442386,True
15.641098,120,251.148687,False,0.6844853453884424,0.01819991066842964,0.02576243470809382,True
15.694095,120,257.475834,False,0.46319515369534775,0.022702843182348272,0.019444367569585192,True
15.768255,120,263.674164,False,0.8371432551756741,0.012439995898807956,0.015882903679519243,True
16.402322,120,269.733638,False,0.9434099642904812,0.01683543753233805,0.0275346879657814,True
15.831933,120,275.926496,False,0.7699513815323564,0.024432422548379608,0.029696169098722983,True
15.26535,120,282.084039,False,0.5930132567237143,0.02721943476317061,0.010696720283924094,True
25.201438,110,287.876879,True,0.9880867090501719,0.010099390563468839,0.0009759958032586107,True
15.39943,120,294.123223,False,0.6868652222784,0.0060436735764052806,0.009261909649674186,True
16.002525,120,299.833132,False,0.9597692448238351,0.038037048873190364,0.032595314275155246,True
16.280813,120,305.538833,False,0.8090244050984042,0.010393453996932369,0.012530112601793094,True
16.333559,120,311.295439,False,0.8755276532129754,0.011881979850103485,0.00911017330180208,True
15.740433,120,317.30658,False,0.6382648436173162,0.01406863808423562,0.01667635816180289,True
15.686407,120,323.199674,False,0.7381539354290271,0.020333481457249992,0.001959888661159654,True
16.150899,120,328.922876,False,0.6233289441878442,0.02098172695829943,0.006898926957094915,True
15.598822,120,335.268043,False,0.7054052849603374,0.02293828564238277,0.03061443591349645,True
24.289008,103,340.349419,True,0.9854792319974881,0.027758053275352298,0.03181061262347329,True
15.450913,120,346.302561,False,0.6891913504259534,0.011117844787924198,0.004321314786725603,True
15.493373,120,352.192161,False,0.36777036949604697,0.0122890772891024,0.02233036449979014,True
15.831081,120,358.762402,False,0.7659337229648673,0.01313985740753931,0.0050745511818722075,True
15.870152,120,364.279069,False,0.44261269549651755,0.03048721699867888,0.031131110446263446,True
16.432291,120,369.808671,False,0.7816488890363245,0.02904365459326501,0.0028316312537240004,True
16.725511,120,375.536728,False,0.953451333728535,0.015851320566431057,0.014229302660915556,True
23.697735,106,380.512588,True,0.9861052705767906,0.010999455597301066,0.007375915903628976,True
15.229353,120,385.996746,False,0.5379088737121018,0.03212435289239157,0.03988052707581071,True
16.062679,120,391.504103,False,0.6826866914849824,0.0193572781762644,0.011940759976789195,True
15.496776,120,397.623866,False,0.6185171540776826,0.03849719297351465,0.039626611317397656,True
16.198544,120,403.11559,False,0.5782805027329203,0.027828767681555743,0.03339186472161869,True
23.238343,98,407.706941,True,0.9855664673598937,0.008183294843471186,0.005116017545362062,True
15.867868,120,413.196389,False,0.6886725780881666,0.02156406242713508,0.006329308059917732,True
23.364607,98,417.681183,True,0.9863582931525359,0.03625463705917405,0.016020049191006594,True
25.444588,112,422.928191,True,0.9904883534807314,0.006113763834538267,0.000748765030570159,True
23.761252,101,427.832323,True,0.9872638496894277,0.021188194001197588,0.014497634169072657,True
16.554338,120,433.775096,False,0.7030692585940513,0.01612942614953385,0.001698079497168425,True
15.662489,120,439.696395,False,0.5471742857924625,0.013923105533541036,0.021136791227375905,True
15.703097,120,445.305782,False,0.5699749295381091,0.010787155422559203,0.01760048961751528,True
15.701299,120,450.946187,False,0.6141537072150003,0.038181604084951005,0.03589146718688792,True
23.282873,96,455.582936,True,0.9912730668164428,0.02527498133992359,0.02804801490715173,True
16.182947,120,461.296809,False,0.6474656175782508,0.01374577587949273,0.018971557675451563,True
16.387341,120,467.120895,False,0.9230257934153615,0.0314928580746964,0.02500376080848107,True
15.522785,120,472.910108,False,0.976650117862065,0.029804865792827945,0.017646959938459814,True
24.99123,113,478.40266,True,0.9853509598854049,0.01136267405727494,0.0030276608403645845,True
14.992889,120,484.569657,False,0.7504734097673916,0.015861304391880368,0.01609243988795434,True
15.42555,120,728.889757,False,0.6060016175419236,0.016431657580145236,0.03514532937970997,True
16.037365,120,735.367511,False,0.5653063617392031,0.014818408744202639,0.019697229258805193,True
16.75944,120,741.682225,False,0.9091025296540995,0.013314477069110566,0.011607339179559483,True
15.639697,120,747.728725,False,0.7469417190141373,0.024891093636973,0.021395556117093685,True
16.288311,120,754.014349,False,0.9707605126239782,0.01223703841436274,0.002747439271400926,True
16.02578,120,760.488617,False,0.4045247409974392,0.027724724815675433,0.043128200069410594,True
15.416953,120,766.910316,False,0.6623933143757242,0.01881420423085608,0.013694404187827493,True
15.042996,120,772.738374,False,0.5404476020524218,0.032345155394463476,0.03266978218244688,True
23.020114,102,777.982301,True,0.9878209843125553,0.0340910567547222,0.012064013386268023,True
25.912805,116,783.714457,True,0.991106920764568,0.012392893819459325,0.027664475988088338,True
15.517988,120,789.856648,False,0.8078980051941418,0.012732005832113319,0.014355651609424059,True
15.411624,120,796.310559,False,0.5428166198298077,0.024458492144911373,0.0016200994460674502,True
15.558749,120,801.985134,False,0.5414208185140869,0.020627861539832024,0.009461583722761447,True
16.311576,120,807.744599,False,0.7910684151776397,0.02488194077741433,0.022062429659629807,True
15.232582,120,813.647378,False,0.48776287115934125,0.03686424260357732,0.042078459032974226,True
16.475937,120,819.713584,False,0.7497671224025518,0.03083919027716766,0.02400196269216222,True
16.571598,120,825.76032,False,0.8643631836983708,0.022398877583596388,0.01976396941489438,True
16.678712,120,831.236298,False,0.9230697637271801,0.013450787614593626,0.008171114714457046,True
15.654943,120,837.124305,False,0.5615986005037185,0.045062084889704014,0.052142528260098533,True
15.526343,120,842.92872,False,0.766967795541395,0.025322773534715192,0.021452665509193447,True
24.920902,113,848.448946,True,0.9855838819910898,0.016027094691191627,0.027130691489256734,True
15.837295,120,854.373699,False,0.5544081908581256,0.03468380055498122,0.04964431184471963,True
16.488935,120,860.231924,False,0.7269135694500475,0.02482392074203543,0.011532986469881783,True
16.135721,120,865.659563,False,0.5806322574162125,0.016382262645787574,0.02871811460655985,True
16.186569,120,871.437759,False,0.8091156002760789,0.02879330713971272,0.011127570605687592,True
15.522848,120,877.307096,False,0.4110224315360354,0.011995549698543847,0.02571610856196763,True
15.995123,120,883.072694,False,0.6504692906858874,0.032055013216449754,0.03282793521331584,True
15.535423,120,888.990483,False,0.6222497793324374,0.03841087189991427,0.035855714564825565,True
15.296268,120,894.385672,False,0.5619400094173526,0.02821474082988024,0.04602637590642659,True
15.541474,120,901.762542,False,0.673697443553897,0.04442350453480743,0.04319484773117648,True
15.32166,120,909.202995,False,0.33136520721185725,0.029023246195259842,0.014685022587789365,True
15.284863,120,916.607595,False,0.48478006428448284,0.01655512436983397,0.020535954100164438,True
16.575043,120,923.961642,False,0.7025843767156843,0.00716068778474314,0.009513967896218353,True
23.471705,104,930.182831,True,0.9861633121517023,0.018812415346648386,0.009501649392902272,True
20.940883,78,934.109752,True,0.9932750124696758,0.019031449585370935,0.007999315448555734,True
21.686233,85,938.376574,True,0.9897438750110439,0.0282619381509461,0.02984997986896182,True
25.805426,113,944.152883,True,0.9855060767166439,0.013057115123206875,0.0008662767527125757,True
15.667421,120,949.573369,False,0.783991639171951,0.024467286939186882,0.019744694706035303,True
16.541006,120,955.609389,False,0.7291596385147507,0.008145893329540903,0.00803185008480733,True
15.813963,120,963.175581,False,0.5786891630074642,0.01766776649694684,0.027877163065677606,True
15.858381,120,970.594204,False,0.6285270620524532,0.02943489019563119,0.034944339277652364,True
16.11175,120,977.036188,False,0.6001706836319565,0.029602540635687624,0.026328623117667052,True
16.502926,120,982.816685,False,0.687582551185247,0.02902844100488589,0.03392184215553247,True
25.169552,112,988.754854,True,0.9876835196492227,0.02530409896631765,0.0009480833096108127,True
21.853192,89,993.489398,True,0.9875097249941407,0.02110841496140287,0.028328465296497882,True
22.017448,93,998.524305,True,0.9890091076025052,0.019593392470024843,0.020547999132795106,True
15.94615,120,1004.897872,False,0.45624403869389024,0.0053003732870173115,0.014562433030813553,True
24.95728,107,1010.137288,True,0.985392112736679,0.019131710533772314,0.018240878707891508,True
16.109386,120,1016.588352,False,0.760028872610909,0.016254916888076665,0.024362640353243835,True
16.05396,120,1022.770784,False,0.5652015707534491,0.02316142743741012,0.02343920423139869,True
15.648153,120,1028.892329,False,0.6288822397802557,0.02946647382579334,0.022512570805457953,True
16.957972,120,1035.062632,False,0.9761497814461457,0.007761033410313935,0.012389340848770332,True
26.088119,117,1040.461247,True,0.9875191455807797,0.01131498939889203,0.017268941506630334,True
24.337186,104,1045.628399,True,0.9892320418478676,0.011878580312328212,0.024313468631807778,True
16.1429,120,1051.762059,False,0.5273018878526028,0.01762431614526629,0.03409655112399174,True
15.974532,120,1057.987795,False,0.9695594726411316,0.01486146267648288,0.01432784041337356,True
16.50288,120,1064.051895,False,0.8150286115163412,0.02108296715371567,0.01465598702242753,True
26.373635,117,1069.453563,True,0.989656125617769,0.007977426337933406,0.01712112904007993,True
23.225467,94,1074.229644,True,0.990667338079631,0.024042854400488475,0.0187715348016361,True
25.162093,110,1079.647089,True,0.9862515623586814,0.021386333006625506,0.026284317884449248,True
16.8258,120,1085.598305,False,0.863551692995652,0.011619922610518628,0.025573754159055804,True
15.941006,120,1091.391577,False,0.622298428235878,0.021128243997983704,0.019246267895436556,True
16.352385,120,1096.720448,False,0.8878694502038372,0.013514520048304687,0.018775161504288495,True
16.227687,120,1102.500046,False,0.7324172784747591,0.030949209318813797,0.032740076352441506,True
15.514509,120,1108.475145,False,0.8146050355935696,0.025802835450856133,0.017754017481649197,True
16.186942,120,1114.237668,False,0.7207735144238506,0.011732028144795442,0.015499306870671904,True
19.354291,68,1117.555626,True,0.9999999519893713,0.03979743182505917,0.017437759260153212,True
22.213264,89,1121.923116,True,0.9907860650838244,0.010218032768016768,0.013946156194100516,True
16.336878,120,1127.235478,False,0.9369237284792975,0.013096493228302137,0.018519777903743994,True
16.310249,120,1133.076114,False,0.9343303733059447,0.02228948962755011,0.026174802565326574,True
16.227273,120,1139.140859,False,0.748066003563479,0.03060718842747628,0.031174869445864496,True
16.17748,120,1145.088338,False,0.4580345994229954,0.008967094026741321,0.012660797116331467,True
15.585124,120,1151.038553,False,0.3664588469323942,0.021477029324023404,0.019581838083762574,True
16.43159,120,1156.379356,False,0.8060804821807067,0.004817121550512358,0.0015457818406768137,True
16.342636,120,1162.324477,False,0.8357388232661432,0.020801713509973774,0.01952382861567409,True
16.242445,120,1168.369468,False,0.6187447752318398,0.02363592132072823,0.01264380912317971,True
16.174576,120,1174.349809,False,0.842563928578306,0.02661842137046134,0.02806844142364633,True
22.033086,85,1178.640913,True,0.9919042594679862,0.02095200880515009,0.019247951102490772,True
16.511941,120,1184.642749,False,0.829976090006902,0.024178065185942677,0.023703759124861872,True
15.567784,120,1190.296348,False,0.48418234098484525,0.00941827423952436,0.020598040724837882,True
16.22995,120,1196.308817,False,0.5536034885837179,0.01755995720243623,0.030460371382432662,True
16.108965,120,1203.124794,False,0.9086325101105255,0.014023375779244607,0.008319489021446096,True
16.258018,120,1209.753125,False,0.7518076745608996,0.014956396621089997,0.02144317057396717,True
21.384114,87,1214.435193,True,0.9908491940321587,0.00420204708125877,0.0023202916688774425,True
16.457317,120,1220.247026,False,0.8878298034338942,0.010391022636204094,0.01120141047260248,True
15.619268,120,1226.781924,False,0.358837381187335,0.003911691146894997,0.005769205551951763,True
15.877211,120,1233.185046,False,0.6423342912220961,0.012154453539605013,0.016177122137572646,True
15.806257,120,1473.338462,False,0.4366305688645277,0.0152662472442607,0.01713692470355066,True
16.198225,120,1479.787967,False,0.46499083073576364,0.022921347682737906,0.005169396010579459,True
15.510145,120,1485.940032,False,0.8202272899504438,0.021919371775301243,0.021887168613703805,True
16.829124,120,1492.32449,False,0.9740622403476591,0.023509879524568723,0.012874182166419378,True
15.838985,120,1498.958926,False,0.6727115486988022,0.017831085583898613,0.0015513349928948164,True
16.250414,120,1504.922867,False,0.9313064616018186,0.020583682636257535,0.0251668925508441,True
15.381533,120,1512.013278,False,0.36485719651978105,0.01235439869190892,0.0186250222984938,True
16.594612,120,1519.489523,False,0.6986319816696019,0.013874182922603248,0.006253788852770381,True
25.395453,107,1525.163958,True,0.9854891726737887,0.01387644737423158,0.016733762560141887,True
15.941777,120,1531.259316,False,0.3961613213777415,0.008341059500624285,0.01277242560094144,True
15.641419,120,1537.456887,False,0.6132637082145035,0.013220851496355202,0.02670914114737691,True
15.342112,120,1543.274262,False,0.6095498850691367,0.019375082007618956,0.01964551916497373,True
16.575594,120,1549.426227,False,0.9247067663794925,0.014219149684978682,0.015795049610449266,True
16.600843,120,1555.543233,False,0.8692160013608967,0.021054904065082276,0.013262966295373966,True
15.911225,120,1560.758256,False,0.6661450096142915,0.017920722184576122,0.010767842382887338,True
24.202775,107,1566.050589,True,0.9887473556616886,0.011541670171017739,0.016953245526875268,True
22.897086,95,1570.742864,True,0.9880637789683533,0.023431034459484197,0.010789226295271199,True
16.668257,120,1576.989644,False,0.8235439728281507,0.007157462489041233,0.0026329828066570774,True
16.958185,120,1583.550462,False,0.8035504840309302,0.03775446024063835,0.03405408100228091,True
16.192669,120,1590.511859,False,0.6072180819451112,0.008972022210004931,0.015684757095553083,True
15.397122,120,1596.941087,False,0.4063840493306932,0.010450653879088183,0.012446241071049411,True
15.892832,120,1602.734138,False,0.5970850875360696,0.018069962518273405,0.03334557327870152,True
25.086578,115,1608.456026,True,0.9864405188417805,0.03249213743198507,0.038644905626712925,True
23.976548,101,1613.295024,True,0.9942024479743704,0.008213183521728692,0.0111285631384875,True
16.101357,120,1618.619097,False,0.5818294631305789,0.007659637969480349,0.0059158845093436555,True
16.638232,120,1625.024987,False,0.7376084592539137,0.02023840655089662,0.01835216482610241,True
16.010998,120,1632.037971,False,0.6642294897531573,0.003827668285408055,0.0019766735507559525,True
15.934888,120,1638.749987,False,0.5192310952670998,0.0139833936137234,0.011045052151500173,True
16.41268,120,1644.674774,False,0.7658086099427378,0.020982604281855107,0.008584680462009907,True
21.902545,85,1648.970566,True,0.9904785163907955,0.02549255227666863,0.020013389329815355,True
15.966416,120,1654.913731,False,0.3972527090797927,0.00528759445975086,0.011481924201744518,True
24.985876,109,1660.446179,True,0.9865966197778154,0.017697244673574145,0.024568554476592713,True
16.154565,120,1666.418417,False,0.7909735637058979,0.027024948786704115,0.02260752749297121,True
21.566508,91,1670.95997,True,0.987492434136944,0.02129677941207713,0.003670468326834599,True
15.943981,120,1677.119523,False,0.47264095078003127,0.010568508817639207,0.01850372458274112,True
15.943674,120,1683.509623,False,0.504722510180366,0.013587566595084736,0.026008638725128923,True
16.33675,120,1689.778381,False,0.7232459932693951,0.017666495301057475,0.005878966914744919,True
16.055806,120,1696.188574,False,0.7295628609746282,0.01494544393510166,0.024896434224603706,True
15.854575,120,1702.580974,False,0.4434223083686212,0.0255961101551986,0.03654905727443859,True
16.011591,120,1708.922452,False,0.7027943254617525,0.008737167473355954,0.004043775911809118,True
23.034156,91,1713.823606,True,0.9921969765525406,0.02499619616084233,0.023285113396891165,True
25.972627,116,1719.948508,True,0.9880386639452703,0.0037507812240193273,0.00025306318613597733,True
16.159273,120,1726.364399,False,0.7829091266402008,0.007542783427917255,0.016177207198432634,True
25.567677,111,1732.185791,True,0.9923764128745604,0.005357619911602228,0.008133015414197033,True
21.306748,80,1736.394214,True,0.9868625045581452,0.015624622280685554,0.0031969375850569672,True
16.484602,120,1742.453209,False,0.7352501736843047,0.03869352342551288,0.044521768192286156,True
15.815774,120,1748.166022,False,0.4553886657967768,0.014718769577939475,0.014982681799783609,True
16.314123,120,1754.115826,False,0.7229166945649076,0.017808138579523274,0.007493243873957947,True
16.308402,120,1760.157866,False,0.6894172880053593,0.014734973084364732,0.005578912649917171,True
16.192863,120,1766.394409,False,0.5384708179372549,0.004130565379301029,0.007037404962764936,True
24.830073,107,1772.273036,True,0.9859205406199177,0.021029561759661662,0.00041739814327317065,True
23.561297,98,1777.27372,True,0.9892993018754813,0.006509450633843891,0.004432955476654742,True
15.610967,120,1782.937097,False,0.6093322625328778,0.007740800912929878,0.009287075364156986,True
15.940347,120,1789.025248,False,0.7584728741938093,0.023677783963288165,0.010023219734382534,True
22.427078,91,1793.549013,True,0.9857273394945409,0.018636771224957657,0.005440414237757809,True
16.202955,120,1799.439069,False,0.5734639922220867,0.007566888728319242,0.01200210552927709,True
15.909734,120,1805.225567,False,0.6820997924397448,0.02171437476104852,0.021340080922464547,True
16.417172,120,1810.73668,False,0.5847407445387006,0.02717676217596215,0.02406958705497213,True
16.582428,120,1816.503978,False,0.8238597699781872,0.014323887769067178,0.02168754553509219,True
15.48019,120,1822.252086,False,0.6003824740770668,0.010816589916046624,0.017375902588736447,True
15.965352,120,1828.63838,False,0.9750610281273183,0.014326263679930798,0.021380146450445007,True
15.957893,120,1834.475305,False,0.8321636873123983,0.008337760264965481,0.0167519372396012,True
16.274209,120,1840.028598,False,0.666647180710928,0.02443546855738645,0.02435505024518322,True
15.694016,120,1845.678521,False,0.48758077321164245,0.024331799804520136,0.0174725671464006,True
25.89364,114,1851.280319,True,0.9917492799325957,0.0120667899745937,0.0024689134534057596,True
26.413808,118,1856.922132,True,0.9877414260035206,0.01799481937955496,0.01116928527217417,True
25.752387,114,1862.613914,True,0.9887352692192845,0.02472615366470387,0.014274258236963747,True
21.679653,84,1866.871906,True,0.9949326013952463,0.005582953546593418,0.0008873065419675116,True
16.719042,120,1872.424197,False,0.9083249705166718,0.03133860875750499,0.02932841309455369,True
23.8908,103,1878.016175,True,0.9893330475366425,0.018730155159902454,0.02045940569161782,True
16.533331,120,1883.945019,False,0.8836636517840524,0.01163491057084215,0.004450461680367954,True
15.63494,120,1890.064916,False,0.6496431984736959,0.019065383220619563,0.015790512557146166,True
26.058571,114,1895.861125,True,0.986745930168098,0.016983411852788524,0.015206748216557429,True
15.400145,120,1901.634687,False,0.5470742581572259,0.026321114223651482,0.026376944426738973,True
16.519983,120,1907.798856,False,0.9206153305452177,0.005973292101645795,0.0089014196944974,True
16.468398,120,1913.11173,False,0.9583123988793953,0.01487525353136476,0.005697297225196794,True
16.216991,120,1919.48951,False,0.4982417339335834,0.009608795479338654,0.014281805142790139,True
15.615494,120,1925.865745,False,0.45140988877325994,0.009993034411858835,0.0204440231219113,True
16.246535,120,1932.300737,False,0.8582153016365704,0.01301450667641659,0.000247257945407464,True
16.057923,120,1938.780449,False,0.7032480792336271,0.012315872555638848,0.026126116003745432,True
15.50046,120,1945.165719,False,0.6684296647086494,0.028336341500528637,0.01570175507634246,True
16.379181,120,1951.521361,False,0.8761700605485782,0.011481881575302564,0.018604544451924776,True
16.425744,120,1957.584669,False,0.8832490913706411,0.02277794266863668,0.026947167975983618,True
15.90198,120,1963.785297,False,0.949070731691589,0.03270798501618551,0.02875215195694577,True
15.367041,120,1970.199136,False,0.6813974292790684,0.01945488210100212,0.014482223715372913,True
16.07781,120,1976.627913,False,0.7688086343596082,0.030758535863665785,0.015025772478535692,True
16.377475,120,2222.958842,False,0.5743779512106841,0.014229258227226439,0.01218050800302413,True
